Orthogroup	WB_id	WB_alias	seqname	N2	QX1410	NIC58
OG0001824	WBGene00008090, WBGene00008085, WBGene00008086	C44C10.10, smcl-1, C44C10.5	C44C10.10, C44C10.4, C44C10.5	C44C10.10.1, C44C10.4.1, C44C10.5.1	NA	NIC58.13072, NIC58.19057
OG0001825	NA	NA	NA	NA	NA	NIC58.19209, NIC58.19210, NIC58.19211, NIC58.19212, NIC58.19213
OG0001826	NA	NA	NA	NA	NA	NIC58.13047, NIC58.13108, NIC58.13111, NIC58.19264, NIC58.19265
OG0001827	NA	NA	NA	NA	NA	NIC58.19279, NIC58.7571, NIC58.7678, NIC58.7679, NIC58.7680
OG0001828	NA	NA	NA	NA	NA	NIC58.14125, NIC58.14126, NIC58.19707, NIC58.19708, NIC58.19709
OG0001829	NA	NA	NA	NA	NA	NIC58.19718, NIC58.19719, NIC58.19720, NIC58.19721, NIC58.5777
OG0001830	WBGene00008464, WBGene00010555	E02H4.6, K04C1.5	E02H4.6, K04C1.5	E02H4.6.1, K04C1.5.1	NA	NIC58.13152, NIC58.19844, NIC58.19845
OG0001831	NA	NA	NA	NA	NA	NIC58.20120, NIC58.20122, NIC58.20123, NIC58.20129, NIC58.5728
OG0001832	NA	NA	NA	NA	NA	NIC58.13829, NIC58.13830, NIC58.2935, NIC58.3132, NIC58.6336
OG0001833	WBGene00008292	C54C8.4	C54C8.4	C54C8.4.1	NA	NIC58.6153, NIC58.6155, NIC58.6156, NIC58.6504
OG0001834	NA	NA	NA	NA	NA	NIC58.6569, NIC58.6570, NIC58.6571, NIC58.6572, NIC58.6573
OG0001835	NA	NA	NA	NA	NA	NIC58.13024, NIC58.13894, NIC58.14339, NIC58.3318, NIC58.6617
OG0001836	NA	NA	NA	NA	NA	NIC58.10074, NIC58.10075, NIC58.7320, NIC58.7323, NIC58.8896
OG0001837	NA	NA	NA	NA	NA	NIC58.2195, NIC58.7681, NIC58.7682, NIC58.7683, NIC58.7684
OG0001838	NA	NA	NA	NA	NA	NIC58.13044, NIC58.15943, NIC58.2417, NIC58.3518, NIC58.8041
OG0001839	WBGene00011097, WBGene00011098, WBGene00011099	nhr-206, nhr-207, nhr-208	R07B7.13, R07B7.14, R07B7.15	R07B7.13a.1, R07B7.14.1, R07B7.15.1	NA	NIC58.8161, NIC58.8162
OG0001840	NA	NA	NA	NA	NA	NIC58.10010, NIC58.10011, NIC58.10032, NIC58.9161, NIC58.9525
OG0001841	NA	NA	NA	NA	NA	NIC58.5827, NIC58.5829, NIC58.5831, NIC58.5853, NIC58.9691
OG0001842	WBGene00005210, WBGene00005208, WBGene00005207	srg-53, srg-51, srg-50	T02B11.1, Y40H7A.8, Y43B11AR.2	T02B11.1.1, Y40H7A.8.1, Y43B11AR.2.1	NA	NIC58.9739, NIC58.9740
OG0001843	NA	NA	NA	NA	NA	NIC58.10033, NIC58.10417, NIC58.10419, NIC58.10421, NIC58.10437
OG0001844	NA	NA	NA	NA	NA	NIC58.10184, NIC58.10185, NIC58.10186, NIC58.10187, NIC58.10188
OG0001845	NA	NA	NA	NA	NA	NIC58.10433, NIC58.10434, NIC58.10435, NIC58.10436, NIC58.10438
OG0001846	NA	NA	NA	NA	NA	NIC58.11060, NIC58.11061, NIC58.11062, NIC58.11064, NIC58.11068
OG0001847	NA	NA	NA	NA	NA	NIC58.11786, NIC58.13027, NIC58.13141, NIC58.5335, NIC58.6026
OG0001848	WBGene00009524, WBGene00044908	F38A1.11, F38A1.15	F38A1.11, F38A1.15	F38A1.11.1, F38A1.15.1	NA	NIC58.12978, NIC58.12979, NIC58.12980
OG0001849	NA	NA	NA	NA	NA	NIC58.13260, NIC58.13261, NIC58.13263, NIC58.13264, NIC58.13265
OG0001850	WBGene00009021, WBGene00304806, WBGene00010030, WBGene00013832	F21D9.8, F41G4.13, F54B11.7, ZC15.3	F21D9.8, F41G4.13, F54B11.7, ZC15.3	F21D9.8.1, F41G4.13.1, F54B11.7.1, ZC15.3.1	NA	NIC58.2340
OG0001851	WBGene00020225	sre-40	T05A7.8	T05A7.8.1	NA	NIC58.3473, NIC58.3474, NIC58.3475, NIC58.3476
OG0001852	NA	NA	NA	NA	NA	NIC58.3582, NIC58.3583, NIC58.3652, NIC58.3654, NIC58.3655
OG0001853	NA	NA	NA	NA	NA	NIC58.3713, NIC58.3777, NIC58.3851, NIC58.3852, NIC58.3860
OG0001854	NA	NA	NA	NA	NA	NIC58.5572, NIC58.5573, NIC58.5574, NIC58.5575, NIC58.5576
OG0001855	WBGene00016488, WBGene00020777	C36C9.5, T24E12.10	C36C9.5, T24E12.10	C36C9.5.1, T24E12.10.1	NA	NIC58.5734, NIC58.5735, NIC58.5745
OG0001856	NA	NA	NA	NA	NA	NIC58.6059, NIC58.6062, NIC58.6064, NIC58.6068, NIC58.6069
OG0001857	NA	NA	NA	NA	NA	NIC58.14078, NIC58.14428, NIC58.14429, NIC58.14430, NIC58.14431
OG0001858	WBGene00001856, WBGene00001855, WBGene00001854, WBGene00001857, WBGene00001853	hil-5, hil-4, hil-3, hil-6, hil-2	B0414.3, C18G1.5, F22F1.1, F59A7.4, Y73B6BL.9	B0414.3.1, C18G1.5.1, F22F1.1.1, F59A7.4.1, Y73B6BL.9a.1	NA	NA
OG0001859	WBGene00023410, WBGene00010417, WBGene00012233, WBGene00013182, WBGene00013184	clpr-2, clpr-3, clpr-1, Y53H1B.4, clpr-4	F47F6.9, H25P06.4, W04A4.4, Y53H1B.4, Y53H1B.6	F47F6.9a.1, H25P06.4.1, W04A4.4.1, Y53H1B.4.1, Y53H1B.6.1	NA	NA
OG0001860	WBGene00007769, WBGene00011049, WBGene00003983, WBGene00012916, WBGene00013278	C27C7.7, sdz-26, pes-10, Y46G5A.28, Y57A10B.6	C27C7.7, R06A4.6, Y46G5A.27, Y46G5A.28, Y57A10B.6	C27C7.7.1, R06A4.6.1, Y46G5A.27.1, Y46G5A.28.1, Y57A10B.6.1	NA	NA
OG0001861	WBGene00000920, WBGene00002112, WBGene00002110, WBGene00002108, WBGene00002087	daf-28, ins-29, ins-27, ins-25, ins-4	Y116F11B.1, ZC334.10, ZC334.11, ZC334.8, ZK75.1	Y116F11B.1.1, ZC334.10.1, ZC334.11.1, ZC334.8.1, ZK75.1.1	NA	NA
OG0001862	WBGene00007805, WBGene00007806, WBGene00010355, WBGene00044086, WBGene00044264	clec-231, clec-230, clec-229, clec-228, Y105E8A.32	C29F3.4, C29F3.5, H02K04.1, H02K04.2, Y105E8A.32	C29F3.4.1, C29F3.5.1, H02K04.1.1, H02K04.2.1, Y105E8A.32.1	NA	NA
OG0001863	WBGene00016308, WBGene00016520, WBGene00189954, WBGene00018245, WBGene00019687	C32B5.15, C39B5.2, F40G9.18, F40G9.9, K12H6.7	C32B5.15, C39B5.2, F40G9.18, F40G9.9, K12H6.7	C32B5.15a.1, C39B5.2.1, F40G9.18.1, F40G9.9.1, K12H6.7.1	NA	NA
OG0001864	WBGene00016306, WBGene00016300, WBGene00019314, WBGene00044760, WBGene00022189	C32B5.13, C32B5.7, K02E7.10, Y71H2AM.25, Y71H2AR.2	C32B5.13, C32B5.7, K02E7.10, Y71H2AM.25, Y71H2AR.2	C32B5.13.1, C32B5.7a.1, K02E7.10.1, Y71H2AM.25.1, Y71H2AR.2.1	NA	NA
OG0001865	WBGene00019260, WBGene00012827, WBGene00012831, WBGene00021806, WBGene00021809	H34I24.1, Y43F8C.5, Y43F8C.9, Y53G8AM.6, Y53G8AR.1	H34I24.1, Y43F8C.5, Y43F8C.9, Y53G8AM.6, Y53G8AR.1	H34I24.1.1, Y43F8C.5.1, Y43F8C.9.1, Y53G8AM.6.1, Y53G8AR.1.1	NA	NA
OG0001866	WBGene00007406, WBGene00044227, WBGene00220258, WBGene00009592, WBGene00010451	C07A9.10, C07A9.13, C50C3.19, F40F12.3, K01A11.3	C07A9.10, C07A9.13, C50C3.19, F40F12.3, K01A11.3	C07A9.10.1, C07A9.13.1, C50C3.19.1, F40F12.3.1, K01A11.3.1	NA	NA
OG0001867	WBGene00007963, WBGene00007964, WBGene00014697, WBGene00007967, WBGene00019438	cyp-25A1, cyp-25A2, cyp-25A3, cyp-25A4, cyp-25A6	C36A4.1, C36A4.2, C36A4.3, C36A4.6, K06B9.1	C36A4.1.1, C36A4.2.1, C36A4.3.2, C36A4.6.1, K06B9.1.1	NA	NA
OG0001868	WBGene00017930, WBGene00164974, WBGene00021188, WBGene00021607, WBGene00194981	F29G9.1, F46C3.7, Y13C8A.1, Y46H3C.7, Y49E10.30	F29G9.1, F46C3.7, Y13C8A.1, Y46H3C.7, Y49E10.30	F29G9.1.1, F46C3.7.1, Y13C8A.1.1, Y46H3C.7.1, Y49E10.30.1	NA	NA
OG0001869	WBGene00005755, WBGene00005753, WBGene00005754, WBGene00005757, WBGene00005756	srw-8, srw-6, srw-7, srw-10, srw-9	F59D6.5, H10D18.3, R08F11.5, ZC482.6, ZC482.8	F59D6.5a.1, H10D18.3.1, R08F11.5.1, ZC482.6.1, ZC482.8.1	NA	NA
OG0001870	WBGene00008894, WBGene00008897, WBGene00018056, WBGene00018057, WBGene00012252	F16H6.4, F16H6.7, F35F10.6, F35F10.7, W04E12.7	F16H6.4, F16H6.7, F35F10.6, F35F10.7, W04E12.7	F16H6.4a.1, F16H6.7.1, F35F10.6.1, F35F10.7.1, W04E12.7.1	NA	NA
OG0001871	WBGene00015736, WBGene00015737, WBGene00015738, WBGene00017845, WBGene00044117	srsx-11, srsx-12, srsx-13, srsx-9, srsx-10	C13D9.4, C13D9.5, C13D9.6, F26G5.10, F26G5.12	C13D9.4.1, C13D9.5.1, C13D9.6.1, F26G5.10.1, F26G5.12.1	NA	NA
OG0001872	WBGene00044080, WBGene00044081, WBGene00008393, WBGene00008394, WBGene00008620	D1086.10, D1086.11, D1086.6, D1086.7, F09C6.10	D1086.10, D1086.11, D1086.6, D1086.7, F09C6.10	D1086.10c.1, D1086.11b.2, D1086.6.1, D1086.7.1, F09C6.10.1	NA	NA
OG0001873	WBGene00219414, WBGene00008984, WBGene00020232, WBGene00011942, WBGene00013469	F14H3.15, F20E11.7, T05A8.6, T23D5.3, Y68A4A.10	F14H3.15, F20E11.7, T05A8.6, T23D5.3, Y68A4A.10	F14H3.15.1, F20E11.7.1, T05A8.6.1, T23D5.3.1, Y68A4A.10a.1	NA	NA
OG0001874	WBGene00219309, WBGene00009167, WBGene00009169, WBGene00009170, WBGene00050959	F26F2.13, F26F2.2, F26F2.4, F26F2.5, F26F2.9	F26F2.13, F26F2.2, F26F2.4, F26F2.5, F26F2.9	F26F2.13.1, F26F2.2.1, F26F2.4b.1, F26F2.5.1, F26F2.9.1	NA	NA
OG0001875	WBGene00206518, WBGene00019502, WBGene00020076, WBGene00044429, WBGene00194704	F36H5.12, K07G6.1, R52.4, T07H3.7, T07H3.8	F36H5.12, K07G6.1, R52.4, T07H3.7, T07H3.8	F36H5.12.1, K07G6.1.1, R52.4.1, T07H3.7.1, T07H3.8.1	NA	NA
OG0001876	WBGene00015593, WBGene00015605, WBGene00013636, WBGene00013637, WBGene00013634	C08E3.1, C08E3.13, Y105C5A.12, Y105C5A.13, Y105C5A.9	C08E3.1, C08E3.13, Y105C5A.12, Y105C5A.13, Y105C5A.9	C08E3.1.1, C08E3.13.1, Y105C5A.12.1, Y105C5A.13a.1, Y105C5A.9a.1	NA	NA
OG0001877	WBGene00001966, WBGene00001964, WBGene00001965, WBGene00001967, WBGene00001968	hlh-27, hlh-25, hlh-26, hlh-28, hlh-29	C17C3.10, C17C3.7, C17C3.8, F31A3.2, F31A3.4	C17C3.10.1, C17C3.7.1, C17C3.8.1, F31A3.2.1, F31A3.4.1	NA	NA
OG0001878	WBGene00004354, WBGene00004353, WBGene00004351, WBGene00021988, WBGene00004352	rgs-11, rgs-10, rgs-8.1, rgs-8.2, rgs-9	F45B8.1, F45B8.2, F52D2.2, Y59E1A.2, ZC53.7	F45B8.1.1, F45B8.2.1, F52D2.2.1, Y59E1A.2.1, ZC53.7.1	NA	NA
OG0001879	WBGene00008367, WBGene00010067, WBGene00010120, WBGene00012302, WBGene00022512	D1053.2, dot-1.2, dot-1.4, dot-1.3, dot-1.5	D1053.2, F54F7.7, F55G7.2, W06D11.4, ZC53.6	D1053.2.1, F54F7.7.1, F55G7.2.1, W06D11.4.1, ZC53.6.1	NA	NA
OG0001880	WBGene00018167, WBGene00018169, WBGene00018170, WBGene00018162, WBGene00018166	nspb-4, nspb-2, nspb-1, nspb-3, nspb-5	F38A5.10, F38A5.12, F38A5.14, F38A5.5, F38A5.9	F38A5.10.1, F38A5.12.1, F38A5.14.1, F38A5.5.1, F38A5.9.1	NA	NA
OG0001881	WBGene00235301, WBGene00013105, WBGene00013120, WBGene00045178, WBGene00194924	B0513.90, fip-7, fipr-28, fipr-27, Y51H4A.936	B0513.90, Y51H4A.10, Y51H4A.26, Y51H4A.32, Y51H4A.936	B0513.90.1, Y51H4A.10.1, Y51H4A.26.1, Y51H4A.32.1, Y51H4A.936.1	NA	NA
OG0001882	WBGene00020082	gcp-2.1	R57.1	R57.1a.1	QX1410.14654, QX1410.8762	NIC58.20049
OG0001883	WBGene00013549	Y75B8A.13	Y75B8A.13	Y75B8A.13.1	QX1410.14414, QX1410.14658	NIC58.15305
OG0001884	WBGene00016644, WBGene00013358	abhd-3.2, abhd-3.1	C44C1.5, Y60A3A.7	C44C1.5a.1, Y60A3A.7.1	QX1410.14745	NIC58.19903
OG0001885	WBGene00018855	F55A4.3	F55A4.3	F55A4.3.1	QX1410.14752, QX1410.15525	NIC58.19899
OG0001886	WBGene00003965	pdk-1	H42K12.1	H42K12.1b.1	QX1410.14765, QX1410.21732	NIC58.19887
OG0001887	WBGene00022509	ZC53.2	ZC53.2	ZC53.2.1	QX1410.13911, QX1410.14811, QX1410.20872	NA
OG0001888	WBGene00018689	F52D2.7	F52D2.7	F52D2.7.1	QX1410.14827	NIC58.20042, NIC58.2074
OG0001889	WBGene00006674, WBGene00006675	twk-21, twk-22	T01B4.1, T01B4.2	T01B4.1.1, T01B4.2a.1	QX1410.14856	NIC58.17187
OG0001890	WBGene00006384	taf-3	C11G6.1	C11G6.1a.1	QX1410.10947, QX1410.14858	NIC58.17185
OG0001891	NA	NA	NA	NA	QX1410.12083, QX1410.14900, QX1410.18126, QX1410.18128	NA
OG0001892	WBGene00021691	Y48G8AL.13	Y48G8AL.13	Y48G8AL.13a.3	QX1410.14904, QX1410.7307	NIC58.2046
OG0001893	WBGene00010993	vha-20	R03E1.2	R03E1.2.1	QX1410.14912	NIC58.10939, NIC58.16974
OG0001894	NA	NA	NA	NA	QX1410.14232, QX1410.14916, QX1410.7741, QX1410.8761	NA
OG0001895	WBGene00009867	F49C5.4	F49C5.4	F49C5.4.1	QX1410.11088, QX1410.14934	NIC58.5592
OG0001896	WBGene00008190, WBGene00013502	clec-114, clec-111	C49A1.9, Y71A12B.5	C49A1.9.1, Y71A12B.5.1	QX1410.14935	NIC58.16973
OG0001897	WBGene00019729	M02D8.3	M02D8.3	M02D8.3.1	QX1410.14942, QX1410.17656	NIC58.16622
OG0001898	WBGene00020631	T20F7.3	T20F7.3	T20F7.3.1	QX1410.14961	NIC58.17003, NIC58.17127
OG0001899	WBGene00015676, WBGene00020168	mct-6, mct-5	C10E2.6, T02G5.12	C10E2.6.1, T02G5.12.1	QX1410.14976	NIC58.17139
OG0001900	WBGene00016941, WBGene00017725, WBGene00013868	C55B6.5, F22H10.1, ZC373.3	C55B6.5, F22H10.1, ZC373.3	C55B6.5.1, F22H10.1.1, ZC373.3a.1	QX1410.14983	NA
OG0001901	NA	NA	NA	NA	QX1410.14989, QX1410.14993, QX1410.14997, QX1410.15001	NA
OG0001902	NA	NA	NA	NA	QX1410.14992, QX1410.14996, QX1410.15000, QX1410.15004	NA
OG0001903	WBGene00012295	nmat-1	W06B3.1	W06B3.1.2	QX1410.15028, QX1410.15030	NIC58.17222
OG0001904	WBGene00004859	sma-5	W06B3.2	W06B3.2c.1	QX1410.15029, QX1410.15031	NIC58.17227
OG0001905	WBGene00015178	B0416.2	B0416.2	B0416.2.1	QX1410.15046, QX1410.15057	NIC58.17247
OG0001906	WBGene00003828	nuc-1	C07B5.5	C07B5.5.1	QX1410.15094, QX1410.15098	NIC58.17277
OG0001907	NA	NA	NA	NA	QX1410.10944, QX1410.15108, QX1410.16394, QX1410.16395	NA
OG0001908	NA	NA	NA	NA	QX1410.10899, QX1410.10934, QX1410.15110, QX1410.16076	NA
OG0001909	WBGene00017403	F12E12.2	F12E12.2	F12E12.2.1	QX1410.10900, QX1410.15117	NIC58.5760
OG0001910	NA	NA	NA	NA	QX1410.15131, QX1410.15132, QX1410.17087, QX1410.19385	NA
OG0001911	WBGene00009886	F49E2.2	F49E2.2	F49E2.2c.1	QX1410.15138, QX1410.15141	NIC58.17281
OG0001912	NA	NA	NA	NA	QX1410.14635, QX1410.14636, QX1410.15139	NIC58.16272
OG0001913	WBGene00007517, WBGene00022377	gpx-3, gpx-4	C11E4.2, Y94H6A.4	C11E4.2.1, Y94H6A.4.1	QX1410.15144	NIC58.17284
OG0001914	WBGene00000803, WBGene00010011	csb-1, F53H4.6	F53H4.1, F53H4.6	F53H4.1.1, F53H4.6.1	QX1410.15177	NIC58.17309
OG0001915	WBGene00019347	mbl-1	K02H8.1	K02H8.1d.1	QX1410.11374, QX1410.15207	NIC58.17336
OG0001916	WBGene00022647, WBGene00022648	slc-17.1, ZK54.3	ZK54.1, ZK54.3	ZK54.1a.1, ZK54.3.2	QX1410.15258	NIC58.17386
OG0001917	NA	NA	NA	NA	QX1410.10504, QX1410.15264, QX1410.7724	NIC58.17046
OG0001918	WBGene00011645	T09B9.4	T09B9.4	T09B9.4.1	QX1410.15284, QX1410.15285	NIC58.17406
OG0001919	NA	NA	NA	NA	QX1410.15314, QX1410.15317, QX1410.16711, QX1410.16714	NA
OG0001920	NA	NA	NA	NA	QX1410.15318, QX1410.15321, QX1410.15322, QX1410.15324	NA
OG0001921	WBGene00003368, WBGene00012162	mkk-4, sek-6	F42G10.2, VZC374L.1	F42G10.2.1, VZC374L.1.1	QX1410.15330	NIC58.17457
OG0001922	WBGene00012326	W07E11.1	W07E11.1	W07E11.1b.1	QX1410.15360, QX1410.16058	NIC58.17467
OG0001923	NA	NA	NA	NA	QX1410.11361, QX1410.15370, QX1410.15377, QX1410.15381	NA
OG0001924	WBGene00013244	Y56A3A.33	Y56A3A.33	Y56A3A.33.1	QX1410.12803, QX1410.15375	NIC58.14967
OG0001925	NA	NA	NA	NA	QX1410.10623, QX1410.15402, QX1410.21475	NIC58.10629
OG0001926	WBGene00018717	F52H2.5	F52H2.5	F52H2.5.2	QX1410.15458, QX1410.15459	NIC58.17832
OG0001927	WBGene00003760	nlp-22	T24D8.3	T24D8.3.1	QX1410.15498, QX1410.18682	NIC58.17870
OG0001928	WBGene00012018	T25C12.3	T25C12.3	T25C12.3.1	QX1410.15600	NIC58.17730, NIC58.19798
OG0001929	WBGene00008586	snrp-40.1	F08G12.2	F08G12.2.1	QX1410.15646	NIC58.1407, NIC58.17697
OG0001930	NA	NA	NA	NA	QX1410.15653	NIC58.17690, NIC58.17691, NIC58.5656
OG0001931	NA	NA	NA	NA	QX1410.15690, QX1410.17445, QX1410.1764, QX1410.6645	NA
OG0001932	NA	NA	NA	NA	QX1410.15745, QX1410.15867, QX1410.17369, QX1410.4987	NA
OG0001933	WBGene00010335	F59F3.6	F59F3.6	F59F3.6.1	QX1410.15747	NIC58.17630, NIC58.17632
OG0001934	WBGene00164969	K09C8.9	K09C8.9	K09C8.9.1	QX1410.15756, QX1410.15807	NIC58.17624
OG0001935	WBGene00003222	mes-4	Y2H9A.1	Y2H9A.1.1	QX1410.15785, QX1410.1926	NIC58.6675
OG0001936	NA	NA	NA	NA	QX1410.15823, QX1410.15824, QX1410.15827, QX1410.15828	NA
OG0001937	NA	NA	NA	NA	QX1410.14047, QX1410.14048, QX1410.15869, QX1410.17713	NA
OG0001938	WBGene00001250, WBGene00001252	elt-2, elt-4	C33D3.1, C39B10.6	C33D3.1.1, C39B10.6a.1	QX1410.15875	NIC58.17542
OG0001939	WBGene00008022	lgc-41	C39B10.2	C39B10.2d.1	QX1410.15878, QX1410.15884	NIC58.17539
OG0001940	WBGene00020316	brc-2	T07E3.5	T07E3.5.1	QX1410.13070, QX1410.15906	NIC58.15226
OG0001941	WBGene00001122	dyf-6	F46F6.4	F46F6.4a.1	QX1410.14376, QX1410.15913	NIC58.17528
OG0001942	WBGene00009617, WBGene00010214	slc-9B.1, slc-9B.2	F41E7.1, F57G8.5	F41E7.1.1, F57G8.5.1	QX1410.15938	NIC58.17505
OG0001943	NA	NA	NA	NA	QX1410.15952, QX1410.15953, QX1410.15954	NIC58.17497
OG0001944	NA	NA	NA	NA	QX1410.15984, QX1410.15985, QX1410.15999, QX1410.19039	NA
OG0001945	WBGene00011810	T16G12.9	T16G12.9	T16G12.9a.1	QX1410.13460, QX1410.16005	NIC58.15632
OG0001946	WBGene00017714, WBGene00018202, WBGene00018203	F22F1.2, F39F10.2, F39F10.3	F22F1.2, F39F10.2, F39F10.3	F22F1.2.1, F39F10.2.1, F39F10.3.1	QX1410.16032	NA
OG0001947	NA	NA	NA	NA	QX1410.10857, QX1410.16060, QX1410.16061, QX1410.16125	NA
OG0001948	NA	NA	NA	NA	QX1410.16099, QX1410.16100, QX1410.16101, QX1410.19628	NA
OG0001949	NA	NA	NA	NA	QX1410.16119, QX1410.21908, QX1410.4571, QX1410.7294	NA
OG0001950	WBGene00045508	D1081.10	D1081.10	D1081.10.1	QX1410.16133, QX1410.6902	NIC58.1723
OG0001951	NA	NA	NA	NA	QX1410.16140, QX1410.18808, QX1410.18819, QX1410.18831	NA
OG0001952	WBGene00020765	T24C12.3	T24C12.3	T24C12.3.1	QX1410.16162, QX1410.19274	NIC58.17893
OG0001953	WBGene00006679, WBGene00006695	twk-26, twk-45	C33D12.3, Y71H2AM.22	C33D12.3.1, Y71H2AM.22a.1	QX1410.16203	NIC58.17921
OG0001954	WBGene00022820	ZK813.1	ZK813.1	ZK813.1.1	QX1410.16279	NIC58.17994, NIC58.17996
OG0001955	WBGene00045215	ceh-63	C02F12.10	C02F12.10a.1	QX1410.16328	NIC58.17062, NIC58.18031
OG0001956	WBGene00006410	nck-1	ZK470.5	ZK470.5b.1	QX1410.16405	NIC58.18086, NIC58.18093
OG0001957	WBGene00001994	hpk-1	F20B6.8	F20B6.8b.1	QX1410.11232, QX1410.16417	NIC58.18094
OG0001958	WBGene00006393, WBGene00006394	taf-11.1, taf-11.2	F48D6.1, K10D3.3	F48D6.1.1, K10D3.3.1	QX1410.16423	NIC58.18099
OG0001959	WBGene00304788, WBGene00016865	C52B9.19, ets-9	C52B9.19, C52B9.2	C52B9.19.1, C52B9.2.2	QX1410.16432	NIC58.18112
OG0001960	WBGene00016037, WBGene00044004	dop-6, C24A8.6	C24A8.1, C24A8.6	C24A8.1.1, C24A8.6b.1	QX1410.16437	NIC58.18117
OG0001961	WBGene00016038, WBGene00017472	cst-2, cst-1	C24A8.4, F14H12.4	C24A8.4.1, F14H12.4b.1	QX1410.16439	NIC58.18119
OG0001962	NA	NA	NA	NA	QX1410.16441, QX1410.16442, QX1410.21604, QX1410.4606	NA
OG0001963	WBGene00000207	asb-2	F02E8.1	F02E8.1.2	QX1410.16488	NIC58.15074, NIC58.18149
OG0001964	WBGene00004356	rhi-1	F46H6.1	F46H6.1.1	QX1410.16492, QX1410.16493	NIC58.18153
OG0001965	NA	NA	NA	NA	QX1410.16494, QX1410.18523, QX1410.18691, QX1410.18788	NA
OG0001966	WBGene00019959	R08E3.3	R08E3.3	R08E3.3b.1	QX1410.16558, QX1410.16561	NIC58.18204
OG0001967	WBGene00019957	R08E3.1	R08E3.1	R08E3.1a.1	QX1410.16559, QX1410.16562	NIC58.18205
OG0001968	WBGene00003986, WBGene00012254	mct-4, W04E12.9	K05B2.5, W04E12.9	K05B2.5b.1, W04E12.9.1	QX1410.16577	NIC58.18217
OG0001969	NA	NA	NA	NA	QX1410.11325, QX1410.16613, QX1410.21622	NIC58.3537
OG0001970	WBGene00019249	hrpa-2	H28G03.1	H28G03.1a.1	QX1410.16634	NIC58.18272, NIC58.2437
OG0001971	WBGene00018034, WBGene00018035	sek-5, sek-4	F35C8.1, F35C8.2	F35C8.1.1, F35C8.2.1	QX1410.16668	NIC58.18307
OG0001972	WBGene00002983	lgx-1	C54G7.3	C54G7.3c.1	QX1410.16686, QX1410.16687	NIC58.18324
OG0001973	WBGene00044570	T22B7.8	T22B7.8	T22B7.8.1	QX1410.16703, QX1410.16704	NIC58.18334
OG0001974	WBGene00016716	acs-17	C46F4.2	C46F4.2b.2	QX1410.16761	NIC58.18374, NIC58.18377
OG0001975	WBGene00000905	daf-9	T13C5.1	T13C5.1a.1	QX1410.16815, QX1410.956	NIC58.18430
OG0001976	WBGene00008195	ceh-88	C49C3.5	C49C3.5.1	QX1410.11912, QX1410.16832, QX1410.17024	NA
OG0001977	WBGene00020421	T10E10.4	T10E10.4	T10E10.4.1	QX1410.16844, QX1410.17614	NIC58.18457
OG0001978	WBGene00015375	C03B1.4	C03B1.4	C03B1.4.1	QX1410.16857	NIC58.18470, NIC58.18471
OG0001979	WBGene00044082	D1086.12	D1086.12	D1086.12b.1	QX1410.16865	NIC58.19149, NIC58.9572
OG0001980	WBGene00003877	pept-1	K04E7.2	K04E7.2.1	QX1410.16876	NIC58.18489, NIC58.7628
OG0001981	WBGene00019225	bgal-2	H22K11.2	H22K11.2.1	QX1410.16939, QX1410.16940	NIC58.18551
OG0001982	NA	NA	NA	NA	QX1410.16963, QX1410.17973, QX1410.18268, QX1410.18324	NA
OG0001983	WBGene00018279	F41C6.6	F41C6.6	F41C6.6.1	QX1410.16970	NIC58.18573, NIC58.18574
OG0001984	WBGene00018280	F41C6.7	F41C6.7	F41C6.7.1	QX1410.16971	NIC58.18572, NIC58.18575
OG0001985	WBGene00016912, WBGene00012621	clec-86, Y38H6C.8	C54D1.2, Y38H6C.8	C54D1.2.1, Y38H6C.8.1	QX1410.17016	NIC58.18612
OG0001986	NA	NA	NA	NA	QX1410.10841, QX1410.10845, QX1410.10846, QX1410.17088	NA
OG0001987	NA	NA	NA	NA	QX1410.10837, QX1410.10838, QX1410.17089, QX1410.17090	NA
OG0001988	WBGene00000061, WBGene00020048	lgc-11, lgc-12	F48E3.7, R13A5.4	F48E3.7.1, R13A5.4.1	QX1410.14164, QX1410.17107	NA
OG0001989	WBGene00006063	sto-1	F08C6.4	F08C6.4a.1	QX1410.17130	NIC58.18697, NIC58.18699
OG0001990	WBGene00007059	vps-52	F08C6.3	F08C6.3.1	QX1410.17131	NIC58.18702, NIC58.18704
OG0001991	WBGene00006671	twk-17	C44E12.3	C44E12.3c.1	QX1410.17144, QX1410.17145	NIC58.18710
OG0001992	WBGene00017861	F27D9.2	F27D9.2	F27D9.2.1	QX1410.17155, QX1410.2164	NIC58.18720
OG0001993	WBGene00007629	C16C10.9	C16C10.9	C16C10.9.1	QX1410.14102, QX1410.17173	NIC58.15963
OG0001994	WBGene00001628	gly-3	ZK688.8	ZK688.8.1	QX1410.14276, QX1410.17193	NIC58.16412
OG0001995	WBGene00006962	xol-1	C18A11.5	C18A11.5c.1	QX1410.17252	NIC58.18783, NIC58.18786
OG0001996	WBGene00001000	dim-1	C18A11.7	C18A11.7a.1	QX1410.17258, QX1410.17260	NIC58.18789
OG0001997	WBGene00008692	scav-4	F11C1.3	F11C1.3.1	QX1410.17287	NIC58.18823, NIC58.18824
OG0001998	WBGene00004345	rgs-2	F16H9.1	F16H9.1b.1	QX1410.17334	NIC58.10357, NIC58.18854
